order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit
NM202402180930,08-Feb-2024,11-Feb-2024,CU0130,PR520,Central ,Office Supplies,Paper,3,$29.70,0,14.07
NM202402363420,2024-02-10,2024-02-17,CU0130,PR508,central,Technology,Machines,2,$413.01,0.1,176.53
NM202402574029,"Feb 21, 2024","Feb 26, 2024",CU0029,PR518,West,Office Supplies,Paper,7,$378.84,0.2,140.84
NM202402743591,29-Feb-2024,04-Mar-2024,CU0235,PR511, East,FURNITURE,Chairs,3,$320.79,0.1,132.78
NM202402612768,29-Feb-2024,06-Mar-2024,CU0160,PR502,SOUTH,Technology,Phones,3,$951.60,0,464.28
NM202402616686,20-Feb-2024,23-Feb-2024,CU0118,PR510,South,Furniture,Chairs,3,$291.17,0.6,-209.26
NM202402978304,09-Feb-2024,15-Feb-2024,CU0002,PR521,WEST,Office Supplies,Storage,8,$398.40,0,94.56
NM202402207109,27-Feb-2024,05-Mar-2024,CU0167,PR524,South,OFFICE SUPPLIES,Art,6,$456.35,0.1,60.71
NM202402848225,2024-02-21,2024-02-21,CU0236,PR519,south,OFFICE SUPPLIES,Paper,3,$27.02,0.2,5.45
NM202402225820,09-Feb-2024,10-Feb-2024,CU0021,PR508,SOUTH,TECHNOLOGY,Machines,7,$642.46,0.6,-185.22
NM202402352909,25-Feb-2024,28-Feb-2024,CU0055,PR508, West,technology,Machines,6,"$1,376.70",0,667.26
NM202402693155,11-Feb-2024,15-Feb-2024,CU0124,PR519,east,office supplies,Paper,3,$33.78,0,12.21
NM202402574511,15-Feb-2024,20-Feb-2024,CU0118,PR502, South,TECHNOLOGY,Phones,3,$761.28,0.2,273.96
NM202402626978,"Feb 18, 2024","Feb 25, 2024",CU0165,PR517,WEST,OFFICE SUPPLIES,Binders,6,$477.58,0.1,190.42
NM202402101041,06-Feb-2024,06-Feb-2024,CU0054,PR517,SOUTH,office supplies,Binders,3,$106.13,0.6,-37.45
NM202402371659,28-Feb-2024,29-Feb-2024,CU0160,PR515, South,Furniture,Bookcases,4,"$1,831.39",0.2,564.27
NM202402663755,21-Feb-2024,23-Feb-2024,CU0055,PR518,West ,Office Supplies,Paper,3,$182.66,0.1,80.66
NM202402321331,22-Feb-2024,27-Feb-2024,CU0144,PR516, West,OFFICE SUPPLIES,Binders,1,$8.19,0.15,3.31
NM202402592421,04-Feb-2024,10-Feb-2024,CU0055,PR511,West,FURNITURE,Chairs,7,$332.67,0.6,-106.02
NM202402555850,21-Feb-2024,23-Feb-2024,CU0147,PR517,WEST,office supplies,Binders,1,$88.44,0,40.58
NM202402452590,13-Feb-2024,17-Feb-2024,CU0101,PR506, South,technology,Accessories,7,"$4,118.94",0.1,1820.98
NM202402358554,"Feb 12, 2024","Feb 13, 2024",CU0054,PR514,South,Furniture,Bookcases,5,"$1,324.85",0,524.7
NM202402129964,13-Feb-2024,18-Feb-2024,CU0222,PR519,West ,office supplies,Paper,1,$10.13,0.1,2.94
NM202402481422,15-Feb-2024,18-Feb-2024,CU0097,PR510,Central ,Furniture,Chairs,8,"$1,649.95",0.15,315.47
NM202402646529,21-Feb-2024,27-Feb-2024,CU0167,PR519,south,OFFICE SUPPLIES,Paper,2,$9.01,0.6,-5.37
NM202402936896,07-Feb-2024,12-Feb-2024,CU0239,PR502,South,TECHNOLOGY,Phones,7,"$2,220.40",0,1083.32
NM202402544777,09-Feb-2024,09-Feb-2024,CU0208,PR503,west,TECHNOLOGY,Phones,2,$263.31,0.15,67.13
NM202402304087,07-Feb-2024,08-Feb-2024,CU0220,PR521,Central,Office Supplies,Storage,1,$42.33,0.15,4.35
NM202402219500,18-Feb-2024,25-Feb-2024,CU0115,PR506,East,Technology,Accessories,8,"$5,230.40",,2604.16
NM202402207769,20-Feb-2024,23-Feb-2024,CU0053,PR503,East ,TECHNOLOGY,Phones,6,$650.54,0.3,62.0
NM202402257837,15-Feb-2024,19-Feb-2024,CU0180,PR521,CENTRAL,Office Supplies,Storage,4,$159.36,0.2,7.44
NM202402804522,08-Feb-2024,10-Feb-2024,CU0033,PR502,South ,Technology,Phones,8,"$2,537.60",0,1238.08
NM202402928526,"Feb 02, 2024","Feb 07, 2024",CU0066,PR505,WEST,Technology,Accessories,2,$310.78,,85.74
NM202402392700,11-Feb-2024,15-Feb-2024,CU0142,PR502,central,technology,Phones,8,"$2,537.60",0,1238.08
NM202402927605,11-Feb-2024,13-Feb-2024,CU0191,PR522,West ,office supplies,Storage,8,$333.52,0,157.36
NM202402693200,07-Feb-2024,07-Feb-2024,CU0232,PR508,Central,technology,Machines,8,"$1,652.04",0.1,706.12
NM202402181881,14-Feb-2024,20-Feb-2024,CU0189,PR513,East,Furniture,Tables,1,$177.83,0.3,-18.2
NM202402914186,04-Feb-2024,11-Feb-2024,CU0124,PR513,East ,Furniture,Tables,4,$609.70,0.4,-174.42
NM202402731918,29-Feb-2024,29-Feb-2024,CU0103,PR518, South,office supplies,Paper,2,$135.30,,67.3
NM202402134100,23-Feb-2024,25-Feb-2024,CU0204,PR522, Central,OFFICE SUPPLIES,Storage,4,$166.76,0,78.68
NM202402124765,22-Feb-2024,29-Feb-2024,CU0229,PR505,Central,TECHNOLOGY,Accessories,6,"$1,165.44",0,490.32
NM202402883735,14-Feb-2024,16-Feb-2024,CU0085,PR504,West,Technology,Accessories,1,$655.13,0.1,228.54
NM202402566279,08-Feb-2024,15-Feb-2024,CU0213,PR524,South,office supplies,Art,1,$71.83,0.15,5.89
NM202402184770,2024-02-06,2024-02-07,CU0148,PR511, South,Furniture,Chairs,3,$302.97,0.15,114.96
NM202402775540,15-Feb-2024,19-Feb-2024,CU0166,PR508,central,TECHNOLOGY,Machines,6,"$1,376.70",0,667.26
NM202402337378,26-Feb-2024,02-Mar-2024,CU0189,PR511,East,FURNITURE,Chairs,7,$706.92,0.15,268.23
NM202402755704,18-Feb-2024,18-Feb-2024,CU0195,PR522, South,office supplies,Storage,8,$333.52,0,157.36
NM202402241830,01-Feb-2024,07-Feb-2024,CU0240,PR519,EAST,OFFICE SUPPLIES,Paper,4,$27.02,0.4,-1.74
NM202402719395,11-Feb-2024,11-Feb-2024,CU0057,PR501,Central ,Technology,Phones,3,"$2,808.16",0.1,667.93
NM202402257777,13-Feb-2024,13-Feb-2024,CU0003,PR504,East ,TECHNOLOGY,Accessories,5,"$2,911.68",0.2,778.73
NM202402255838,28-Feb-2024,06-Mar-2024,CU0240,PR504, East,TECHNOLOGY,Accessories,6,"$3,930.77",0.1,1371.23
NM202402464975,12-Feb-2024,13-Feb-2024,CU0032,PR523,CENTRAL,Office Supplies,Art,1,$51.03,0,12.38
NM202402352249,28-Feb-2024,04-Mar-2024,CU0191,PR508,west,TECHNOLOGY,Machines,5,"$1,032.53",0.1,441.33
NM202402284526,2024-02-29,2024-03-01,CU0157,PR506,South ,Technology,Accessories,3,"$1,176.84",0.4,192.0
NM202402310051,01-Feb-2024,04-Feb-2024,CU0235,PR507, East,Technology,Machines,3,$108.86,0.15,49.31
NM202402686655,04-Feb-2024,08-Feb-2024,CU0061,PR518,west,Office Supplies,Paper,4,$270.60,0,134.6
NM202402797643,12-Feb-2024,12-Feb-2024,CU0110,PR518,West ,Office Supplies,Paper,4,$162.36,0.4,26.36
NM202402157314,05-Feb-2024,12-Feb-2024,CU0120,PR506,EAST,Technology,Accessories,8,"$4,707.36",0.1,2081.12
NM202402976481,13-Feb-2024,13-Feb-2024,CU0236,PR520,SOUTH,OFFICE SUPPLIES,Paper,3,$29.70,0,14.07
NM202402965795,15-Feb-2024,17-Feb-2024,CU0179,PR508,South,Technology,Machines,2,$183.56,0.6,-52.92
NM202402466851,13-Feb-2024,17-Feb-2024,CU0169,PR522,SOUTH,OFFICE SUPPLIES,Storage,7,$248.06,0.15,93.92
NM202402290496,21-Feb-2024,24-Feb-2024,CU0126,PR519,SOUTH,office supplies,Paper,2,$22.52,0,8.14
NM202402968671,11-Feb-2024,18-Feb-2024,CU0234,PR508,west,Technology,Machines,4,$917.80,0,444.84
NM202402698875,2024-02-22,2024-02-26,CU0194,PR521,west,Office Supplies,Storage,1,$49.80,0,11.82
NM202402242910,26-Feb-2024,01-Mar-2024,CU0009,PR524,west,Office Supplies,Art,8,$473.26,0.3,-54.26
NM202402904564,04-Feb-2024,09-Feb-2024,CU0070,PR509, Central,Technology,Machines,3,"$1,391.19",0.3,382.56
NM202402888637,04-Feb-2024,11-Feb-2024,CU0143,PR522,South,OFFICE SUPPLIES,Storage,7,$262.65,0.1,108.51
NM202402652843,10-Feb-2024,15-Feb-2024,CU0223,PR517,CENTRAL,OFFICE SUPPLIES,Binders,3,$225.52,0.15,
NM202402144216,03-Feb-2024,09-Feb-2024,CU0040,PR520,west,Office Supplies,Paper,2,$15.84,0.2,5.42
NM202402198025,03-Feb-2024,06-Feb-2024,CU0136,PR520,CENTRAL,Office Supplies,Paper,7,$55.44,0.2,18.97
NM202402752322,"Feb 14, 2024","Feb 18, 2024",CU0025,PR514, West,furniture,Bookcases,2,$317.96,0.4,
NM202402479358,15-Feb-2024,18-Feb-2024,CU0061,PR515, West,Furniture,Bookcases,3,"$1,716.93",0,766.59
NM202402711414,07-Feb-2024,08-Feb-2024,CU0063,PR512,central,FURNITURE,Tables,3,"$1,254.51",0.4,-268.17
NM202402126077,06-Feb-2024,09-Feb-2024,CU0119,PR524, West,Office Supplies,Art,5,$422.55,0,92.85
NM202402822409,17-Feb-2024,19-Feb-2024,CU0081,PR510,east,Furniture,Chairs,3,$727.92,0,227.49
NM202402248551,16-Feb-2024,18-Feb-2024,CU0076,PR511, Central,FURNITURE,Chairs,3,$213.86,0.4,25.85
NM202402592369,21-Feb-2024,25-Feb-2024,CU0084,PR523,south,Office Supplies,Art,8,$285.77,0.3,-23.43
NM202402516905,"Feb 19, 2024","Feb 23, 2024",CU0004,PR523,South,Office Supplies,Art,7,$357.21,0,86.66
NM202402913212,04-Feb-2024,07-Feb-2024,CU0235,PR506,EAST,Technology,Accessories,3,"$1,765.26",0.1,780.42
NM202402814739,25-Feb-2024,25-Feb-2024,CU0066,PR508, West,Technology,Machines,2,$275.34,0.4,38.86
NM202402836575,14-Feb-2024,20-Feb-2024,CU0048,PR520,WEST,Office Supplies,Paper,3,$17.82,0.4,2.19
NM202402814739,25-Feb-2024,25-Feb-2024,CU0066,PR508, West,Technology,Machines,2,$275.34,0.4,38.86
NM202402321555,22-Feb-2024,23-Feb-2024,CU0120,PR520,East,Office Supplies,Paper,4,$33.66,0.15,12.82
NM202402429371,14-Feb-2024,20-Feb-2024,CU0157,PR519,South,OFFICE SUPPLIES,Paper,3,$33.78,0,12.21
NM202402566790,"Feb 09, 2024","Feb 16, 2024",CU0071,PR522,east,Office Supplies,Storage,4,$166.76,0,78.68
NM202402539709,"Feb 27, 2024","Mar 02, 2024",CU0175,PR506, Central,Technology,Accessories,5,"$1,961.40",0.4,
NM202402461730,12-Feb-2024,12-Feb-2024,CU0056,PR518, East,office supplies,Paper,7,$402.52,0.15,164.52
NM202402650416,19-Feb-2024,23-Feb-2024,CU0195,PR511, South,FURNITURE,Chairs,8,$950.48,0,449.12
NM202402835239,12-Feb-2024,15-Feb-2024,CU0036,PR508, Central,TECHNOLOGY,Machines,5,"$1,147.25",0,556.05
NM202402992707,03-Feb-2024,05-Feb-2024,CU0200,PR509,east,TECHNOLOGY,Machines,4,"$2,119.90",0.2,775.06
NM202402662458,11-Feb-2024,16-Feb-2024,CU0237,PR520,West ,Office Supplies,Paper,2,$17.82,0.1,7.4
NM202402668793,24-Feb-2024,27-Feb-2024,CU0074,PR504,Central,Technology,Accessories,8,"$5,823.36",0,2410.64
NM202402599230,07-Feb-2024,12-Feb-2024,CU0120,PR507,EAST,technology,Machines,2,$76.84,0.1,37.14
NM202402618200,17-Feb-2024,17-Feb-2024,CU0153,PR513,south,furniture,Tables,6,"$1,295.60",0.15,119.42
NM202402773004,03-Feb-2024,03-Feb-2024,CU0195,PR515,SOUTH,furniture,Bookcases,3,"$1,716.93",0,
NM202402420282,15-Feb-2024,21-Feb-2024,CU0073,PR524,West ,office supplies,Art,7,$532.41,0.1,70.83
NM202402526763,25-Feb-2024,03-Mar-2024,CU0027,PR510,EAST,furniture,Chairs,4,$970.56,0,303.32
NM202402565873,"Feb 19, 2024","Feb 19, 2024",CU0182,PR523,east,Office Supplies,Art,5,$216.88,0.15,23.63
NM202402272372,01-Feb-2024,02-Feb-2024,CU0157,PR510,South,Furniture,Chairs,6,"$1,455.84",0,454.98
NM202402716123,18-Feb-2024,22-Feb-2024,CU0112,PR518,south,Office Supplies,Paper,2,$108.24,0.2,40.24
NM202402764656,18-Feb-2024,18-Feb-2024,CU0200,PR515,East ,furniture,Bookcases,4,"$1,831.39",,564.27
NM202402239799,20-Feb-2024,21-Feb-2024,CU0233,PR515,east,Furniture,Bookcases,3,"$1,373.54",0.2,423.2
NM202402148042,26-Feb-2024,28-Feb-2024,CU0100,PR524, Central,OFFICE SUPPLIES,Art,4,$338.04,0,74.28
NM202402138067,25-Feb-2024,01-Mar-2024,CU0069,PR519,East,office supplies,Paper,6,$47.29,0.3,4.15
NM202402803421,09-Feb-2024,14-Feb-2024,CU0017,PR504,south,TECHNOLOGY,Accessories,3,"$2,183.76",0,903.99
NM202402964523,02-Feb-2024,03-Feb-2024,CU0056,PR502,East,technology,Phones,7,"$1,332.24",0.4,195.16
NM202402521675,12-Feb-2024,16-Feb-2024,CU0120,PR515, East,furniture,Bookcases,2,"$1,144.62",0,511.06
NM202402147584,15-Feb-2024,16-Feb-2024,CU0096,PR518, East,Office Supplies,Paper,8,$216.48,0.6,-55.52
NM202402544864,10-Feb-2024,17-Feb-2024,CU0079,PR518,CENTRAL,Office Supplies,Paper,7,$473.55,0,235.55
NM202402406012,"Feb 11, 2024","Feb 14, 2024",CU0200,PR504,EAST,Technology,Accessories,3,"$1,747.01",0.2,467.24
NM202402192528,02-Feb-2024,08-Feb-2024,CU0190,PR516,East,office supplies,Binders,2,$13.50,,3.74
NM202402475622,03-Feb-2024,05-Feb-2024,CU0005,PR520,East ,Office Supplies,Paper,1,$8.91,0.1,3.7
NM202402477219,2024-02-24,2024-03-02,CU0040,PR504,West ,technology,Accessories,8,"$4,658.69",0.2,1245.97
NM202402484783,2024-02-17,2024-02-21,CU0226,PR510,east,Furniture,Chairs,7,"$1,443.71",0.15,276.04
NM202402251826,2024-02-10,2024-02-12,CU0100,PR522,Central,Office Supplies,Storage,3,$112.56,0.1,46.5
NM202402893808,08-Feb-2024,09-Feb-2024,CU0214,PR511,Central,Furniture,Chairs,4,$475.24,0,224.56
NM202402409391,21-Feb-2024,21-Feb-2024,CU0185,PR510,EAST,Furniture,Chairs,6,"$1,455.84",0,454.98
NM202402528078,21-Feb-2024,26-Feb-2024,CU0202,PR513,CENTRAL,FURNITURE,Tables,1,$101.62,0.6,-94.41
NM202402378056,21-Feb-2024,21-Feb-2024,CU0200,PR501,East,TECHNOLOGY,Phones,5,"$5,200.30",0,1633.25
NM202402117025,19-Feb-2024,19-Feb-2024,CU0106,PR510,Central ,furniture,Chairs,6,"$1,237.46",0.15,236.6
NM202402344542,07-Feb-2024,14-Feb-2024,CU0014,PR520,SOUTH,Office Supplies,Paper,7,$58.90,0.15,22.43
NM202402879469,01-Feb-2024,03-Feb-2024,CU0182,PR519, East,Office Supplies,Paper,7,$78.82,0,28.49
NM202402788061,"Feb 16, 2024","Feb 17, 2024",CU0158,PR502, South,Technology,Phones,1,$285.48,0.1,123.04
NM202402271287,17-Feb-2024,19-Feb-2024,CU0156,PR517,East ,office supplies,Binders,2,$141.50,0.2,
NM202402340585,09-Feb-2024,14-Feb-2024,CU0022,PR511,central,Furniture,Chairs,5,$504.94,0.15,191.59
NM202402326420,"Feb 06, 2024","Feb 10, 2024",CU0123,PR511,CENTRAL,furniture,Chairs,6,$427.72,0.4,51.7
NM202402794303,14-Feb-2024,19-Feb-2024,CU0166,PR522, Central,Office Supplies,Storage,5,$145.91,,35.81
NM202402768598,2024-02-24,2024-02-27,CU0187,PR507,east,technology,Machines,1,$25.61,0.4,5.76
NM202402819437,15-Feb-2024,18-Feb-2024,CU0053,PR516,East,OFFICE SUPPLIES,Binders,4,$30.85,0.2,11.33
NM202402826707,"Feb 25, 2024","Feb 27, 2024",CU0016,PR519,EAST,Office Supplies,Paper,8,$90.08,,32.56
NM202402418892,14-Feb-2024,21-Feb-2024,CU0205,PR513, Central,FURNITURE,Tables,4,$914.54,0.1,130.42
NM202402137421,2024-02-12,2024-02-19,CU0012,PR507,central,TECHNOLOGY,Machines,4,$145.15,0.15,
NM202402802666,09-Feb-2024,09-Feb-2024,CU0019,PR514,East,Furniture,Bookcases,4,$900.90,,260.78
NM202402994273,"Feb 11, 2024","Feb 15, 2024",CU0164,PR506,Central,technology,Accessories,8,"$4,707.36",0.1,2081.12
NM202402255696,21-Feb-2024,22-Feb-2024,CU0158,PR514,South,furniture,Bookcases,7,"$1,669.31",0.1,549.1
NM202402820203,28-Feb-2024,04-Mar-2024,CU0181,PR510,east,Furniture,Chairs,6,"$1,237.46",0.15,236.6
NM202402915063,20-Feb-2024,22-Feb-2024,CU0096,PR523,East,OFFICE SUPPLIES,Art,7,$250.05,0.3,-20.5
NM202402754407,21-Feb-2024,23-Feb-2024,CU0073,PR506,West,Technology,Accessories,6,"$3,922.80",0,1953.12
NM202402657866,19-Feb-2024,20-Feb-2024,CU0164,PR501,central,technology,Phones,4,"$4,160.24",0,1306.6
NM202402979131,29-Feb-2024,03-Mar-2024,CU0061,PR510,West,Furniture,Chairs,2,$485.28,0,151.66
NM202402742533,29-Feb-2024,02-Mar-2024,CU0061,PR519,West,OFFICE SUPPLIES,Paper,5,$45.04,,9.09
NM202402274992,08-Feb-2024,15-Feb-2024,CU0127,PR520,South ,OFFICE SUPPLIES,Paper,1,$9.90,0,4.69
NM202402812602,"Feb 15, 2024","Feb 22, 2024",CU0237,PR521,West,Office Supplies,Storage,5,$249.00,0,59.1
NM202402150584,18-Feb-2024,19-Feb-2024,CU0116,PR519,East ,Office Supplies,Paper,3,$33.78,0,12.21
NM202402821328,19-Feb-2024,20-Feb-2024,CU0196,PR507,EAST,Technology,Machines,4,$170.76,0,91.36
NM202402945568,2024-02-27,2024-02-29,CU0214,PR511, Central,FURNITURE,Chairs,2,$237.62,0,112.28
NM202402266130,14-Feb-2024,17-Feb-2024,CU0128,PR515, East,Furniture,Bookcases,2,"$1,030.16",0.1,396.6
NM202402652967,24-Feb-2024,28-Feb-2024,CU0131,PR509,Central ,technology,Machines,4,"$2,119.90",0.2,775.06
NM202402570044,17-Feb-2024,24-Feb-2024,CU0090,PR522, South,Office Supplies,Storage,6,$150.08,0.4,17.96
NM202402692994,21-Feb-2024,27-Feb-2024,CU0075,PR524,West,office supplies,Art,5,$359.17,0.15,29.47
NM202402717388,29-Feb-2024,06-Mar-2024,CU0214,PR522, Central,Office Supplies,Storage,1,$37.52,0.1,15.5
NM202402841412,23-Feb-2024,25-Feb-2024,CU0113,PR502,south,TECHNOLOGY,Phones,7,"$2,220.40",0,1083.32
NM202402961414,11-Feb-2024,13-Feb-2024,CU0223,PR517, Central,office supplies,Binders,1,$79.60,0.1,31.74
NM202402473021,28-Feb-2024,28-Feb-2024,CU0059,PR506,south,Technology,Accessories,7,"$4,576.60",0,2278.64
NM202402133117,08-Feb-2024,08-Feb-2024,CU0168,PR509, Central,TECHNOLOGY,Machines,3,"$1,788.67",0.1,780.04
NM202402844154,19-Feb-2024,20-Feb-2024,CU0056,PR515,east,FURNITURE,Bookcases,4,"$2,289.24",0,1022.12
NM202402689756,11-Feb-2024,12-Feb-2024,CU0204,PR522, Central,OFFICE SUPPLIES,Storage,3,$106.31,0.15,40.25
NM202402388367,04-Feb-2024,07-Feb-2024,CU0074,PR502,central,TECHNOLOGY,Phones,6,"$1,903.20",0,928.56
NM202402496408,09-Feb-2024,12-Feb-2024,CU0099,PR509,EAST,TECHNOLOGY,Machines,5,"$3,312.35",0,1631.3
NM202402312915,27-Feb-2024,02-Mar-2024,CU0090,PR507,south,Technology,Machines,2,$85.38,0,45.68
NM202402905455,01-Feb-2024,07-Feb-2024,CU0142,PR510,CENTRAL,FURNITURE,Chairs,5,"$1,091.88",0.1,257.83
NM202402797760,02-Feb-2024,07-Feb-2024,CU0086,PR524,east,Office Supplies,Art,6,$507.06,0,111.42
NM202402105118,25-Feb-2024,02-Mar-2024,CU0022,PR512, Central,FURNITURE,Tables,8,"$3,902.92",0.3,-157.56
NM202402976409,08-Feb-2024,09-Feb-2024,CU0049,PR509,Central ,Technology,Machines,6,"$3,974.82",0,1957.56
NM202402722136,01-Feb-2024,06-Feb-2024,CU0096,PR516,East,OFFICE SUPPLIES,Binders,7,$60.73,0.1,26.57
NM202402290979,22-Feb-2024,28-Feb-2024,CU0058,PR507,EAST,Technology,Machines,5,$181.43,0.15,82.18
NM202402425929,20-Feb-2024,27-Feb-2024,CU0149,PR517,West,office supplies,Binders,4,$353.76,0,162.32
