order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit
NM202405336662,2024-05-02,2024-05-02,CU0137,PR514, South,FURNITURE,Bookcases,8,"$2,119.76",0,839.52
NM202405862284,06-May-2024,13-May-2024,CU0038,PR504, South,Technology,Accessories,6,"$3,057.26",0.3,497.72
NM202405906161,19-May-2024,20-May-2024,CU0123,PR520,Central ,Office Supplies,Paper,8,$71.28,0.1,29.6
NM202405901522,06-May-2024,06-May-2024,CU0213,PR517,South,Office Supplies,Binders,8,$636.77,0.1,253.89
NM202405692637,29-May-2024,03-Jun-2024,CU0209,PR512,CENTRAL,Furniture,Tables,7,"$1,951.46",0.6,-1601.46
NM202405400618,13-May-2024,20-May-2024,CU0135,PR514,east,furniture,Bookcases,8,"$2,119.76",0,839.52
NM202405485399,31-May-2024,07-Jun-2024,CU0123,PR518,Central ,OFFICE SUPPLIES,Paper,5,$236.77,0.3,66.77
NM202405558809,15-May-2024,18-May-2024,CU0103,PR519,SOUTH,OFFICE SUPPLIES,Paper,3,$20.27,0.4,-1.3
NM202405589071,09-May-2024,16-May-2024,CU0003,PR515,east,Furniture,Bookcases,7,"$4,006.17",0,1788.71
NM202405388663,29-May-2024,31-May-2024,CU0140,PR521,East ,Office Supplies,Storage,2,$84.66,0.15,8.7
NM202405754876,03-May-2024,05-May-2024,CU0175,PR507,central,technology,Machines,4,$170.76,0,91.36
NM202405311692,22-May-2024,28-May-2024,CU0208,PR515, West,furniture,Bookcases,8,"$4,120.63",0.1,1586.39
NM202405255674,02-May-2024,08-May-2024,CU0139,PR524, West,Office Supplies,Art,3,$101.41,0.6,
NM202405353287,20-May-2024,21-May-2024,CU0126,PR515, South,FURNITURE,Bookcases,6,"$2,403.70",0.3,503.02
NM202405558422,02-May-2024,09-May-2024,CU0079,PR504,CENTRAL,Technology,Accessories,7,"$5,095.44",0,2109.31
NM202405134000,14-May-2024,19-May-2024,CU0165,PR510,West ,Furniture,Chairs,5,"$1,213.20",0,379.15
NM202405552002,02-May-2024,04-May-2024,CU0025,PR523, West,OFFICE SUPPLIES,Art,3,$137.78,0.1,21.83
NM202405442374,23-May-2024,29-May-2024,CU0093,PR518,EAST,OFFICE SUPPLIES,Paper,7,$402.52,0.15,164.52
NM202405127573,21-May-2024,27-May-2024,CU0058,PR523,East ,office supplies,Art,1,$51.03,0,12.38
NM202405562262,25-May-2024,25-May-2024,CU0105,PR510,East ,FURNITURE,Chairs,2,$291.17,0.4,-42.45
NM202405252317,31-May-2024,02-Jun-2024,CU0229,PR504,Central ,Technology,Accessories,8,"$4,658.69",0.2,1245.97
NM202405792953,13-May-2024,15-May-2024,CU0189,PR506,East,Technology,Accessories,5,"$1,307.60",,-333.8
NM202405716595,31-May-2024,02-Jun-2024,CU0145,PR506,South ,TECHNOLOGY,Accessories,3,"$1,667.19",0.15,682.35
NM202405900543,12-May-2024,18-May-2024,CU0077,PR520,South ,office supplies,Paper,3,$25.25,0.15,9.62
NM202405550758,29-May-2024,30-May-2024,CU0143,PR507,South,TECHNOLOGY,Machines,3,$115.26,0.1,55.71
NM202405102470,07-May-2024,10-May-2024,CU0168,PR502,central,Technology,Phones,2,$634.40,0,309.52
NM202405591268,23-May-2024,26-May-2024,CU0208,PR509,West ,TECHNOLOGY,Machines,3,"$1,391.19",0.3,382.56
NM202405105739,17-May-2024,20-May-2024,CU0070,PR502,CENTRAL,TECHNOLOGY,Phones,3,$761.28,0.2,273.96
NM202405220139,21-May-2024,25-May-2024,CU0116,PR505,east,Technology,Accessories,4,$776.96,,326.88
NM202405724284,15-May-2024,19-May-2024,CU0082,PR504,East,technology,Accessories,4,"$2,911.68",0,1205.32
NM202405300270,13-May-2024,13-May-2024,CU0051,PR522,SOUTH,office supplies,Storage,4,$116.73,0.3,28.65
NM202405621272,22-May-2024,24-May-2024,CU0029,PR523, West,Office Supplies,Art,6,$260.25,0.15,28.35
NM202405841546,"May 06, 2024","May 10, 2024",CU0004,PR510,south,FURNITURE,Chairs,3,$727.92,0,227.49
NM202405217615,30-May-2024,02-Jun-2024,CU0028,PR502,east,Technology,Phones,7,"$1,887.34",0.15,750.26
NM202405986392,21-May-2024,27-May-2024,CU0023,PR520,Central,Office Supplies,Paper,8,$67.32,,25.64
NM202405365529,08-May-2024,12-May-2024,CU0005,PR517,EAST,Office Supplies,Binders,7,$495.26,0.2,160.24
NM202405250923,15-May-2024,16-May-2024,CU0034,PR523,East ,OFFICE SUPPLIES,Art,5,$102.06,0.6,-91.19
NM202405870351,06-May-2024,12-May-2024,CU0035,PR513,central,FURNITURE,Tables,7,"$1,422.62",0.2,50.41
NM202405100921,14-May-2024,15-May-2024,CU0165,PR517,West ,OFFICE SUPPLIES,Binders,5,$375.87,0.15,136.57
NM202405561641,26-May-2024,31-May-2024,CU0131,PR508,Central,Technology,Machines,3,$275.34,0.6,-79.38
NM202405749895,08-May-2024,10-May-2024,CU0043,PR519,South,OFFICE SUPPLIES,Paper,5,$50.67,0.1,14.72
NM202405162933,01-May-2024,08-May-2024,CU0211,PR517, Central,Office Supplies,Binders,1,$88.44,0,40.58
NM202405391612,29-May-2024,30-May-2024,CU0172,PR505,CENTRAL,Technology,Accessories,8,$621.57,0.6,-278.59
NM202405981187,21-May-2024,25-May-2024,CU0149,PR514, West,Furniture,Bookcases,1,$264.97,0,104.94
NM202405139615,24-May-2024,26-May-2024,CU0056,PR511,east,Furniture,Chairs,5,$594.05,0,280.7
NM202405620771,31-May-2024,03-Jun-2024,CU0096,PR502, East,technology,Phones,3,$951.60,0,464.28
NM202405556634,07-May-2024,08-May-2024,CU0023,PR517, Central,office supplies,Binders,6,$530.64,0,243.48
NM202405112443,01-May-2024,05-May-2024,CU0082,PR523,East,Office Supplies,Art,3,$153.09,0,37.14
NM202405997458,05-May-2024,10-May-2024,CU0006,PR513,South ,Furniture,Tables,4,$863.74,0.15,79.62
NM202405659094,04-May-2024,04-May-2024,CU0161,PR511, Central,furniture,Chairs,3,$356.43,0,168.42
NM202405707978,15-May-2024,18-May-2024,CU0014,PR513,South,Furniture,Tables,1,$228.64,0.1,32.61
NM202405380938,08-May-2024,12-May-2024,CU0105,PR504,East ,Technology,Accessories,2,"$1,455.84",0,602.66
NM202405740868,"May 10, 2024","May 15, 2024",CU0076,PR508,CENTRAL,Technology,Machines,3,$275.34,0.6,-79.38
NM202405310195,03-May-2024,09-May-2024,CU0110,PR510,WEST,FURNITURE,Chairs,2,$412.49,0.15,78.87
NM202405832631,14-May-2024,21-May-2024,CU0239,PR515,South ,furniture,Bookcases,5,"$2,861.55",0,1277.65
NM202405967630,13-May-2024,19-May-2024,CU0140,PR518,East,OFFICE SUPPLIES,Paper,4,$243.54,,107.54
NM202405320720,16-May-2024,19-May-2024,CU0172,PR519,Central,OFFICE SUPPLIES,Paper,7,$70.94,0.1,20.61
NM202405446073,09-May-2024,15-May-2024,CU0238,PR521,CENTRAL,Office Supplies,Storage,4,$199.20,0,47.28
NM202405630396,27-May-2024,29-May-2024,CU0216,PR503, South,Technology,Phones,6,$929.34,0,340.8
NM202405537096,24-May-2024,31-May-2024,CU0032,PR514,CENTRAL,FURNITURE,Bookcases,4,"$1,059.88",0,419.76
NM202405392881,28-May-2024,03-Jun-2024,CU0052,PR514,east,Furniture,Bookcases,7,"$1,854.79",0,734.58
NM202405483043,17-May-2024,24-May-2024,CU0058,PR516,EAST,Office Supplies,Binders,1,$8.68,0.1,3.8
NM202405137848,04-May-2024,09-May-2024,CU0092,PR522,South,Office Supplies,Storage,1,$41.69,0,19.67
NM202405424190,21-May-2024,21-May-2024,CU0007,PR509,east,technology,Machines,6,"$3,179.86",,
NM202405626548,2024-05-29,2024-06-05,CU0037,PR513, West,furniture,Tables,7,"$1,066.97",0.4,-305.24
NM202405917552,26-May-2024,27-May-2024,CU0131,PR516,CENTRAL,office supplies,Binders,5,$48.20,0,23.8
NM202405184057,12-May-2024,12-May-2024,CU0142,PR519,central,OFFICE SUPPLIES,Paper,1,$4.50,0.6,-2.69
NM202405793857,"May 24, 2024","May 24, 2024",CU0014,PR521,south,OFFICE SUPPLIES,Storage,3,$149.40,0,35.46
NM202405488085,21-May-2024,26-May-2024,CU0086,PR517,East ,office supplies,Binders,2,$141.50,0.2,45.78
NM202405311613,15-May-2024,21-May-2024,CU0021,PR505, South,TECHNOLOGY,Accessories,1,$165.10,0.15,52.58
NM202405836585,29-May-2024,05-Jun-2024,CU0165,PR524,WEST,Office Supplies,Art,6,$354.94,0.3,-40.7
NM202405834401,05-May-2024,12-May-2024,CU0092,PR522,South ,Office Supplies,Storage,5,$125.07,0.4,14.97
NM202405635081,2024-05-04,2024-05-11,CU0186,PR508,East ,technology,Machines,2,$183.56,0.6,-52.92
NM202405328312,29-May-2024,04-Jun-2024,CU0117,PR523,South ,Office Supplies,Art,3,$130.13,0.15,14.18
NM202405577975,21-May-2024,27-May-2024,CU0004,PR517,south,office supplies,Binders,8,$601.39,0.15,218.51
NM202405212584,01-May-2024,01-May-2024,CU0063,PR520,Central ,Office Supplies,Paper,6,$59.40,0,28.14
NM202405704495,14-May-2024,19-May-2024,CU0139,PR519, West,OFFICE SUPPLIES,Paper,8,$76.57,0.15,19.05
NM202405708512,18-May-2024,20-May-2024,CU0175,PR515,CENTRAL,FURNITURE,Bookcases,5,"$2,575.39",0.1,991.5
NM202405767230,07-May-2024,09-May-2024,CU0103,PR508, South,TECHNOLOGY,Machines,8,"$1,284.92",0.3,339.0
NM202405592884,01-May-2024,05-May-2024,CU0079,PR516,central,Office Supplies,Binders,8,$61.70,0.2,22.66
NM202405300165,"May 26, 2024","May 30, 2024",CU0067,PR512,East,FURNITURE,Tables,4,"$1,951.46",0.3,-78.78
NM202405495990,10-May-2024,13-May-2024,CU0085,PR505,West,Technology,Accessories,1,$174.82,0.1,62.3
NM202405214651,06-May-2024,08-May-2024,CU0065,PR511,South,Furniture,Chairs,4,$475.24,0,224.56
NM202405559181,06-May-2024,06-May-2024,CU0114,PR509,West ,Technology,Machines,1,$596.22,0.1,260.01
NM202405322193,30-May-2024,05-Jun-2024,CU0015,PR521,East,Office Supplies,Storage,7,$313.74,0.1,47.88
NM202405418589,05-May-2024,11-May-2024,CU0181,PR508,east,Technology,Machines,6,"$1,376.70",0,667.26
NM202405772734,2024-05-06,2024-05-09,CU0071,PR504,east,TECHNOLOGY,Accessories,5,"$2,547.72",0.3,414.77
NM202405971869,29-May-2024,04-Jun-2024,CU0102,PR522,west,Office Supplies,Storage,2,$70.87,0.15,26.83
NM202405512275,12-May-2024,14-May-2024,CU0068,PR505, West,Technology,Accessories,8,"$1,087.74",0.3,187.58
NM202405160838,10-May-2024,14-May-2024,CU0036,PR504,central,Technology,Accessories,8,"$5,241.02",0.1,1828.3
NM202405194611,10-May-2024,14-May-2024,CU0049,PR510,Central,Furniture,Chairs,7,"$1,528.63",0.1,360.96
NM202405730078,02-May-2024,06-May-2024,CU0066,PR517,West,office supplies,Binders,5,$176.88,0.6,-62.42
NM202405633185,25-May-2024,29-May-2024,CU0202,PR510,Central,Furniture,Chairs,1,$218.38,0.1,51.57
NM202405741627,26-May-2024,29-May-2024,CU0138,PR506,SOUTH,TECHNOLOGY,Accessories,6,"$3,138.24",0.2,1168.56
NM202405664601,16-May-2024,23-May-2024,CU0016,PR506,east,Technology,Accessories,1,$588.42,0.1,260.14
NM202405694103,22-May-2024,28-May-2024,CU0223,PR520,central,Office Supplies,Paper,4,$39.60,0,18.76
NM202405367157,30-May-2024,03-Jun-2024,CU0019,PR508, East,technology,Machines,2,$413.01,0.1,176.53
NM202405160464,09-May-2024,14-May-2024,CU0055,PR512,west,Furniture,Tables,6,"$4,181.70",0,1136.34
NM202405279254,19-May-2024,20-May-2024,CU0010,PR518,east,OFFICE SUPPLIES,Paper,4,$243.54,0.1,107.54
NM202405768498,05-May-2024,12-May-2024,CU0169,PR521,SOUTH,office supplies,Storage,8,$358.56,0.1,54.72
NM202405930652,26-May-2024,26-May-2024,CU0208,PR513,WEST,Furniture,Tables,6,$609.70,0.6,-566.48
NM202405812124,21-May-2024,24-May-2024,CU0147,PR506, West,TECHNOLOGY,Accessories,2,"$1,307.60",0,651.04
NM202405762499,09-May-2024,13-May-2024,CU0120,PR503,EAST,Technology,Phones,1,$123.91,0.2,25.82
NM202405732359,12-May-2024,17-May-2024,CU0173,PR517, West,OFFICE SUPPLIES,Binders,3,$265.32,0,121.74
NM202405714075,13-May-2024,17-May-2024,CU0099,PR524,East ,Office Supplies,Art,8,$574.67,0.15,47.15
NM202405780370,03-May-2024,03-May-2024,CU0082,PR516,east,office supplies,Binders,4,$32.78,0.15,13.26
NM202405364921,03-May-2024,10-May-2024,CU0052,PR508,East ,Technology,Machines,4,$826.02,0.1,353.06
NM202405679816,30-May-2024,04-Jun-2024,CU0182,PR521,east,Office Supplies,Storage,1,$39.84,0.2,1.86
NM202405785199,11-May-2024,14-May-2024,CU0186,PR515, East,Furniture,Bookcases,1,$228.92,0.6,-87.86
NM202405549117,03-May-2024,06-May-2024,CU0230,PR504, Central,technology,Accessories,8,"$3,494.02",0.4,81.3
NM202405146284,05-May-2024,12-May-2024,CU0220,PR512,CENTRAL,Furniture,Tables,1,$627.26,0.1,119.7
NM202405890347,"May 17, 2024","May 20, 2024",CU0132,PR513,Central,furniture,Tables,4,"$1,016.16",0,232.04
NM202405669780,26-May-2024,26-May-2024,CU0048,PR522,west,Office Supplies,Storage,2,$83.38,0,39.34
NM202405618802,23-May-2024,29-May-2024,CU0137,PR503,South,TECHNOLOGY,Phones,6,$836.41,0.1,247.87
NM202405873056,02-May-2024,03-May-2024,CU0089,PR509, West,Technology,Machines,2,$927.46,0.3,255.04
NM202405971796,27-May-2024,01-Jun-2024,CU0131,PR509,CENTRAL,TECHNOLOGY,Machines,5,"$2,649.88",0.2,968.83
NM202405407269,11-May-2024,17-May-2024,CU0176,PR520,East,Office Supplies,Paper,4,$27.72,0.3,6.88
NM202405833868,03-May-2024,10-May-2024,CU0119,PR524,West ,Office Supplies,Art,6,$456.35,0.1,60.71
NM202405222486,01-May-2024,05-May-2024,CU0094,PR506,East,Technology,Accessories,5,"$2,778.65",0.15,1137.25
NM202405301555,20-May-2024,26-May-2024,CU0077,PR512,South,FURNITURE,Tables,4,"$2,369.63",0.15,339.39
NM202405973466,11-May-2024,18-May-2024,CU0233,PR514, East,Furniture,Bookcases,6,"$1,589.82",0,629.64
NM202405276689,2024-05-02,2024-05-03,CU0096,PR510,East,furniture,Chairs,7,"$1,443.71",0.15,276.04
NM202405776924,13-May-2024,14-May-2024,CU0171,PR516,West ,Office Supplies,Binders,5,$40.97,0.15,16.57
NM202405879991,14-May-2024,14-May-2024,CU0062,PR511,Central,furniture,Chairs,4,$427.72,0.1,177.04
NM202405113787,2024-05-09,2024-05-14,CU0041,PR519,South,Office Supplies,Paper,6,$60.80,0.1,17.66
NM202405592719,"May 25, 2024","May 28, 2024",CU0132,PR520,CENTRAL,office supplies,Paper,5,$49.50,0,23.45
NM202405189859,21-May-2024,25-May-2024,CU0195,PR509,South ,Technology,Machines,4,"$2,649.88",0,1305.04
NM202405525110,21-May-2024,25-May-2024,CU0226,PR505,east,TECHNOLOGY,Accessories,3,$495.31,0.15,157.75
NM202405956586,2024-05-10,2024-05-17,CU0068,PR505,West ,technology,Accessories,5,$582.72,0.4,20.12
NM202405630742,31-May-2024,03-Jun-2024,CU0005,PR519, East,Office Supplies,Paper,7,$63.06,0.2,12.73
NM202405186719,07-May-2024,13-May-2024,CU0208,PR502,West ,TECHNOLOGY,Phones,3,$856.44,0.1,369.12
NM202405525478,14-May-2024,17-May-2024,CU0121,PR509,WEST,Technology,Machines,3,"$1,788.67",0.1,780.04
NM202405531557,23-May-2024,27-May-2024,CU0098,PR512, Central,Furniture,Tables,7,"$4,390.79",0.1,837.87
NM202405339349,"May 08, 2024","May 13, 2024",CU0207,PR509,central,TECHNOLOGY,Machines,3,"$1,987.41",0,978.78
NM202405857153,22-May-2024,29-May-2024,CU0235,PR504,East ,Technology,Accessories,2,"$1,455.84",0,602.66
NM202405647418,27-May-2024,29-May-2024,CU0226,PR519, East,Office Supplies,Paper,5,$22.52,0.6,-13.43
NM202405773307,10-May-2024,17-May-2024,CU0143,PR523,South,Office Supplies,Art,4,$204.12,0,49.52
NM202405835010,09-May-2024,09-May-2024,CU0045,PR511,SOUTH,FURNITURE,Chairs,3,$249.50,0.3,61.49
NM202405346544,10-May-2024,15-May-2024,CU0139,PR513, West,furniture,Tables,7,"$1,778.28",0,406.07
NM202405222619,02-May-2024,07-May-2024,CU0218,PR517,East ,Office Supplies,Binders,2,$141.50,0.2,45.78
NM202405905413,10-May-2024,16-May-2024,CU0231,PR505,West,Technology,Accessories,1,$155.39,0.2,42.87
NM202405529628,27-May-2024,30-May-2024,CU0103,PR506,South ,TECHNOLOGY,Accessories,5,"$3,269.00",0,1627.6
NM202405834115,14-May-2024,18-May-2024,CU0137,PR522, South,Office Supplies,Storage,8,$333.52,0,157.36
NM202405482963,17-May-2024,20-May-2024,CU0027,PR508,EAST,technology,Machines,7,$963.69,0.4,136.01
NM202405315713,28-May-2024,01-Jun-2024,CU0142,PR501,Central ,Technology,Phones,2,"$1,768.10",0.15,341.28
NM202405128261,14-May-2024,19-May-2024,CU0117,PR509,south,technology,Machines,6,"$3,974.82",0,1957.56
NM202405222564,16-May-2024,19-May-2024,CU0110,PR509,West,Technology,Machines,5,"$2,815.50",0.15,1134.45
NM202405967338,20-May-2024,25-May-2024,CU0005,PR524,EAST,Office Supplies,Art,6,$405.65,0.2,10.01
NM202405869400,11-May-2024,15-May-2024,CU0143,PR512,South ,FURNITURE,Tables,8,"$3,902.92",0.3,-157.56
NM202405867634,09-May-2024,16-May-2024,CU0077,PR517,south,Office Supplies,Binders,2,$123.82,0.3,28.1
NM202405768669,19-May-2024,24-May-2024,CU0189,PR511,East ,FURNITURE,Chairs,2,$142.57,0.4,17.23
NM202405586225,26-May-2024,30-May-2024,CU0014,PR518, South,office supplies,Paper,7,$473.55,0,235.55
NM202405906588,2024-05-14,2024-05-20,CU0001,PR501,SOUTH,Technology,Phones,2,"$1,664.10",0.2,237.28
NM202405234187,13-May-2024,14-May-2024,CU0207,PR516,Central ,office supplies,Binders,7,$57.36,0.15,23.2
NM202405121852,10-May-2024,17-May-2024,CU0086,PR524,East,Office Supplies,Art,2,$101.41,0.4,-30.47
NM202405382064,13-May-2024,14-May-2024,CU0167,PR523,South ,OFFICE SUPPLIES,Art,8,$367.42,0.1,58.22
NM202405114440,2024-05-15,2024-05-22,CU0169,PR523,South ,office supplies,Art,7,$321.49,0.1,50.94
NM202405326943,18-May-2024,20-May-2024,CU0228,PR512,West,Furniture,Tables,4,"$2,787.80",0,757.56
NM202405411821,26-May-2024,26-May-2024,CU0053,PR509, East,Technology,Machines,2,"$1,059.95",0.2,387.53
NM202405823600,26-May-2024,28-May-2024,CU0111,PR511, East,furniture,Chairs,6,$641.57,0.1,265.55
NM202405323154,2024-05-28,2024-05-31,CU0170,PR507,South ,TECHNOLOGY,Machines,6,$179.30,0.3,60.2
NM202405424085,01-May-2024,02-May-2024,CU0078,PR512,South ,FURNITURE,Tables,5,"$2,439.32",0.3,-98.48
NM202405574794,03-May-2024,09-May-2024,CU0050,PR507,West,technology,Machines,2,$85.38,0,45.68
NM202405166032,04-May-2024,08-May-2024,CU0029,PR511, West,FURNITURE,Chairs,6,$641.57,0.1,265.55
NM202405385959,11-May-2024,15-May-2024,CU0162,PR520,south,office supplies,Paper,6,$59.40,0,28.14
NM202405656864,17-May-2024,18-May-2024,CU0206,PR508,East,Technology,Machines,2,$390.06,0.15,153.59
NM202405513601,26-May-2024,28-May-2024,CU0160,PR503,South ,TECHNOLOGY,Phones,7,$758.96,0.3,72.33
NM202405855149,24-May-2024,28-May-2024,CU0168,PR503,central,technology,Phones,6,$743.47,0.2,154.93
NM202405768697,09-May-2024,14-May-2024,CU0006,PR501,South,TECHNOLOGY,Phones,6,"$6,240.36",0,1959.9
NM202405962238,15-May-2024,19-May-2024,CU0201,PR511, South,furniture,Chairs,1,$106.93,0.1,44.26
NM202405831777,10-May-2024,12-May-2024,CU0204,PR501,Central ,Technology,Phones,3,"$2,184.13",0.3,43.9
NM202405328237,04-May-2024,09-May-2024,CU0183,PR524,Central,office supplies,Art,2,$152.12,0.1,20.24
NM202405687315,19-May-2024,21-May-2024,CU0058,PR516, East,office supplies,Binders,5,$43.38,0.1,18.98
NM202405415075,22-May-2024,26-May-2024,CU0116,PR514, East,furniture,Bookcases,8,"$2,119.76",0,839.52
NM202405759703,25-May-2024,30-May-2024,CU0182,PR506, East,Technology,Accessories,1,$653.80,0,325.52
NM202405364884,27-May-2024,27-May-2024,CU0223,PR523, Central,Office Supplies,Art,6,$260.25,0.15,28.35
NM202405666683,03-May-2024,09-May-2024,CU0051,PR518,South ,Office Supplies,Paper,5,$236.77,0.3,66.77
NM202405925550,18-May-2024,21-May-2024,CU0120,PR504,East,Technology,Accessories,1,$618.73,0.15,192.14
NM202405757759,21-May-2024,21-May-2024,CU0010,PR518, East,office supplies,Paper,1,$47.36,0.3,13.36
NM202405297905,17-May-2024,19-May-2024,CU0127,PR512, South,Furniture,Tables,3,"$1,463.60",0.3,-59.08
