order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit
NM202403413893,"Mar 11, 2024","Mar 14, 2024",CU0045,PR519,South ,office supplies,Paper,4,$45.04,0,16.28
NM202403347120,"Mar 12, 2024","Mar 17, 2024",CU0189,PR514,East ,FURNITURE,Bookcases,7,"$1,854.79",0,734.58
NM202403998484,"Mar 11, 2024","Mar 13, 2024",CU0166,PR524,central,office supplies,Art,5,$359.17,0.15,29.47
NM202403107329,"Mar 03, 2024","Mar 06, 2024",CU0078,PR501,SOUTH,technology,Phones,5,"$5,200.30",0,1633.25
NM202403845872,"Mar 17, 2024","Mar 23, 2024",CU0141,PR517,SOUTH,Office Supplies,Binders,2,$176.88,0,81.16
NM202403786457,"Mar 03, 2024","Mar 10, 2024",CU0104,PR523,East ,Office Supplies,Art,6,$306.18,,74.28
NM202403117774,"Mar 01, 2024","Mar 01, 2024",CU0159,PR513,central,Furniture,Tables,5,"$1,143.18",0.1,163.03
NM202403925298,"Mar 06, 2024","Mar 06, 2024",CU0008,PR520,SOUTH,OFFICE SUPPLIES,Paper,1,$9.90,0,4.69
NM202403685770,"Mar 06, 2024","Mar 06, 2024",CU0141,PR511, South,furniture,Chairs,4,$475.24,0,224.56
NM202403335554,"Mar 06, 2024","Mar 13, 2024",CU0048,PR501, West,TECHNOLOGY,Phones,4,"$3,328.19",,474.55
NM202403827939,"Mar 20, 2024","Mar 20, 2024",CU0021,PR509,south,Technology,Machines,8,"$4,239.81",0.2,1550.13
NM202403854246,"Mar 24, 2024","Mar 27, 2024",CU0221,PR505,SOUTH,technology,Accessories,4,$660.42,0.15,210.34
NM202403561268,"Mar 03, 2024","Mar 08, 2024",CU0230,PR512,Central ,FURNITURE,Tables,8,"$5,018.04",0.1,957.56
NM202403497039,"Mar 18, 2024","Mar 21, 2024",CU0081,PR515,East ,Furniture,Bookcases,4,"$1,831.39",0.2,564.27
NM202403574403,"Mar 09, 2024","Mar 11, 2024",CU0177,PR519, West,Office Supplies,Paper,5,$33.78,0.4,-2.17
NM202403105870,"Mar 24, 2024","Mar 26, 2024",CU0197,PR523,West,office supplies,Art,8,$408.24,0,99.04
NM202403888179,"Mar 10, 2024","Mar 12, 2024",CU0205,PR503,Central ,Technology,Phones,2,$263.31,0.15,67.13
NM202403645253,"Mar 12, 2024","Mar 12, 2024",CU0039,PR503,east,Technology,Phones,6,$789.94,0.15,201.4
NM202403159925,"Mar 26, 2024","Mar 31, 2024",CU0131,PR517,central,Office Supplies,Binders,1,$61.91,0.3,14.05
NM202403730180,"Mar 28, 2024","Apr 01, 2024",CU0128,PR521, East,OFFICE SUPPLIES,Storage,1,$39.84,0.2,1.86
NM202403214981,24-Mar-2024,26-Mar-2024,CU0158,PR524,south,Office Supplies,Art,1,$84.51,0,18.57
NM202403555773,"Mar 06, 2024","Mar 09, 2024",CU0002,PR502,west,TECHNOLOGY,Phones,3,$951.60,0,464.28
NM202403213374,"Mar 07, 2024","Mar 08, 2024",CU0221,PR521,South,office supplies,Storage,3,$119.52,0.2,5.58
NM202403119329,2024-03-11,2024-03-13,CU0223,PR501,Central,TECHNOLOGY,Phones,7,"$7,280.42",0,2286.55
NM202403466981,"Mar 13, 2024","Mar 14, 2024",CU0191,PR522,West ,office supplies,Storage,6,$250.14,0,118.02
NM202403792744,"Mar 15, 2024","Mar 19, 2024",CU0134,PR518,central,Office Supplies,Paper,1,$47.36,0.3,13.36
NM202403845651,"Mar 06, 2024","Mar 12, 2024",CU0093,PR518,EAST,office supplies,Paper,8,$541.20,0,269.2
NM202403511162,"Mar 23, 2024","Mar 28, 2024",CU0074,PR520, Central,Office Supplies,Paper,3,$25.25,0.15,9.62
NM202403333480,"Mar 08, 2024","Mar 08, 2024",CU0036,PR512,Central ,furniture,Tables,7,"$4,878.65",0,1325.73
NM202403728571,"Mar 16, 2024","Mar 20, 2024",CU0182,PR522,EAST,Office Supplies,Storage,6,$150.08,,17.96
NM202403619334,"Mar 09, 2024","Mar 14, 2024",CU0177,PR523, West,Office Supplies,Art,1,$45.93,,7.28
NM202403951106,"Mar 03, 2024","Mar 07, 2024",CU0116,PR519,East ,Office Supplies,Paper,3,$28.71,0.15,7.14
NM202403540122,"Mar 03, 2024","Mar 06, 2024",CU0031,PR510,South ,furniture,Chairs,5,"$1,213.20",0,379.15
NM202403381277,"Mar 27, 2024","Mar 27, 2024",CU0197,PR505, West,TECHNOLOGY,Accessories,5,$582.72,0.4,20.12
NM202403783562,"Mar 14, 2024","Mar 18, 2024",CU0206,PR524,east,office supplies,Art,6,$456.35,0.1,60.71
NM202403281105,"Mar 09, 2024","Mar 12, 2024",CU0211,PR523,Central,Office Supplies,Art,1,$40.82,0.2,2.17
NM202403165098,"Mar 03, 2024","Mar 03, 2024",CU0105,PR507,East ,technology,Machines,6,$256.14,0,137.04
NM202403215279,"Mar 13, 2024","Mar 20, 2024",CU0214,PR524,CENTRAL,office supplies,Art,1,$84.51,0,18.57
NM202403741243,"Mar 09, 2024","Mar 13, 2024",CU0067,PR505,EAST,technology,Accessories,5,$971.20,0,408.6
NM202403804022,"Mar 26, 2024","Mar 26, 2024",CU0164,PR502,Central,technology,Phones,2,$634.40,0,309.52
NM202403836693,"Mar 17, 2024","Mar 20, 2024",CU0153,PR522,south,office supplies,Storage,5,$177.18,0.15,67.08
NM202403254948,"Mar 26, 2024","Mar 31, 2024",CU0065,PR504,SOUTH,TECHNOLOGY,Accessories,3,"$1,747.01",0.2,467.24
NM202403604564,"Mar 10, 2024","Mar 12, 2024",CU0064,PR518,West,office supplies,Paper,4,$270.60,0,134.6
NM202403185190,"Mar 14, 2024","Mar 15, 2024",CU0126,PR515,SOUTH,Furniture,Bookcases,8,"$3,891.71",0.15,1357.47
NM202403761185,"Mar 07, 2024","Mar 10, 2024",CU0227,PR504,West,Technology,Accessories,5,"$3,639.60",0,1506.65
NM202403541026,"Mar 08, 2024","Mar 14, 2024",CU0124,PR506,east,TECHNOLOGY,Accessories,3,"$1,569.12",0.2,584.28
NM202403458558,"Mar 07, 2024","Mar 10, 2024",CU0012,PR524,CENTRAL,Office Supplies,Art,3,$228.18,0.1,30.36
NM202403441626,"Mar 13, 2024","Mar 19, 2024",CU0058,PR501,east,Technology,Phones,8,"$7,072.41",0.15,1365.13
NM202403955729,2024-03-15,2024-03-20,CU0122,PR505,East ,TECHNOLOGY,Accessories,2,$388.48,0,163.44
NM202403766443,2024-03-30,2024-04-05,CU0146,PR521, East,Office Supplies,Storage,6,$298.80,0,70.92
NM202403135419,"Mar 24, 2024","Mar 31, 2024",CU0101,PR521,South ,OFFICE SUPPLIES,Storage,4,$199.20,0,47.28
NM202403333648,2024-03-28,2024-03-28,CU0186,PR507,EAST,Technology,Machines,1,$42.69,0,22.84
NM202403116713,"Mar 22, 2024","Mar 27, 2024",CU0092,PR502, South,technology,Phones,6,"$1,522.56",0.2,547.92
NM202403354608,"Mar 03, 2024","Mar 03, 2024",CU0147,PR524,West ,office supplies,Art,5,$422.55,0,92.85
NM202403822108,"Mar 17, 2024","Mar 21, 2024",CU0150,PR506,south,TECHNOLOGY,Accessories,8,"$2,092.16",0.6,-534.08
NM202403929976,"Mar 22, 2024","Mar 22, 2024",CU0210,PR520, East,office supplies,Paper,5,$49.50,0,23.45
NM202403978602,"Mar 10, 2024","Mar 14, 2024",CU0226,PR510,East ,furniture,Chairs,3,$727.92,0,227.49
NM202403871938,"Mar 04, 2024","Mar 11, 2024",CU0115,PR521,East ,office supplies,Storage,8,$239.04,0.4,-64.8
NM202403821831,"Mar 09, 2024","Mar 12, 2024",CU0192,PR521,Central ,Office Supplies,Storage,3,$126.99,0.15,13.05
NM202403908519,"Mar 22, 2024","Mar 27, 2024",CU0047,PR512,East ,furniture,Tables,5,"$3,484.75",0,946.95
NM202403561673,"Mar 03, 2024","Mar 09, 2024",CU0010,PR524, East,office supplies,Art,1,$76.06,0.1,10.12
NM202403133422,"Mar 24, 2024","Mar 24, 2024",CU0044,PR503,Central ,Technology,Phones,3,$418.20,0.1,123.93
NM202403250296,2024-03-28,2024-03-29,CU0074,PR503,central,TECHNOLOGY,Phones,3,$464.67,0,
NM202403741544,"Mar 24, 2024","Mar 29, 2024",CU0117,PR523,SOUTH,Office Supplies,Art,8,$367.42,0.1,58.22
NM202403627780,"Mar 05, 2024","Mar 05, 2024",CU0115,PR523,EAST,Office Supplies,Art,4,$163.30,0.2,8.7
NM202403138445,"Mar 16, 2024","Mar 22, 2024",CU0207,PR523,Central,Office Supplies,Art,8,$367.42,0.1,58.22
NM202403650254,23-Mar-2024,28-Mar-2024,CU0216,PR511,south,Furniture,Chairs,4,$285.14,0.4,34.46
NM202403336871,23-Mar-2024,27-Mar-2024,CU0115,PR504, East,TECHNOLOGY,Accessories,2,"$1,310.26",0.1,457.08
NM202403759148,"Mar 06, 2024","Mar 10, 2024",CU0134,PR519,CENTRAL,OFFICE SUPPLIES,Paper,1,$10.13,0.1,2.94
NM202403322614,"Mar 10, 2024","Mar 16, 2024",CU0088,PR506,CENTRAL,Technology,Accessories,2,"$1,307.60",0,651.04
NM202403851638,"Mar 22, 2024","Mar 22, 2024",CU0057,PR505,Central ,Technology,Accessories,3,$349.63,0.4,12.07
NM202403700189,"Mar 07, 2024","Mar 11, 2024",CU0072,PR516,South ,Office Supplies,Binders,7,$57.36,0.15,23.2
NM202403616373,17-Mar-2024,23-Mar-2024,CU0160,PR505,South ,Technology,Accessories,8,"$1,320.83",0.15,
NM202403234292,11-Mar-2024,12-Mar-2024,CU0032,PR519,central,Office Supplies,Paper,5,$50.67,0.1,14.72
NM202403209394,"Mar 12, 2024","Mar 18, 2024",CU0185,PR513,East ,Furniture,Tables,5,"$1,270.20",0,290.05
NM202403397644,"Mar 19, 2024","Mar 21, 2024",CU0141,PR513, South,furniture,Tables,6,"$1,371.82",0.1,195.64
NM202403848702,27-Mar-2024,29-Mar-2024,CU0007,PR516,east,office supplies,Binders,3,$26.03,0.1,11.39
NM202403581825,"Mar 30, 2024","Mar 31, 2024",CU0048,PR514,WEST,Furniture,Bookcases,1,$211.98,0.2,51.95
NM202403161121,"Mar 06, 2024","Mar 11, 2024",CU0055,PR519,West,OFFICE SUPPLIES,Paper,5,$56.30,0,20.35
NM202403231059,"Mar 29, 2024","Mar 31, 2024",CU0202,PR512,Central,Furniture,Tables,8,"$5,575.60",0,1515.12
NM202403310356,2024-03-16,2024-03-18,CU0219,PR523,west,Office Supplies,Art,1,$51.03,0,12.38
NM202403922232,"Mar 09, 2024","Mar 15, 2024",CU0129,PR507,South ,Technology,Machines,6,$204.91,0.2,85.81
NM202403672091,15-Mar-2024,20-Mar-2024,CU0218,PR522,East ,Office Supplies,Storage,1,$41.69,0,19.67
NM202403120850,"Mar 24, 2024","Mar 28, 2024",CU0192,PR515,Central,FURNITURE,Bookcases,2,"$1,144.62",0,511.06
NM202403910113,"Mar 23, 2024","Mar 24, 2024",CU0003,PR510,East,Furniture,Chairs,7,"$1,698.48",0,530.81
NM202403980902,"Mar 19, 2024","Mar 19, 2024",CU0104,PR505,East,Technology,Accessories,6,"$1,165.44",0,490.32
NM202403649496,"Mar 17, 2024","Mar 18, 2024",CU0121,PR519, West,office supplies,Paper,8,$76.57,0.15,19.05
NM202403317715,"Mar 08, 2024","Mar 11, 2024",CU0050,PR513,west,furniture,Tables,2,$431.87,0.15,39.81
NM202403488403,"Mar 31, 2024","Apr 01, 2024",CU0195,PR523,SOUTH,Office Supplies,Art,5,$255.15,0,61.9
NM202403324485,"Mar 09, 2024","Mar 13, 2024",CU0222,PR502,West ,technology,Phones,4,"$1,078.48",0.15,428.72
NM202403726367,15-Mar-2024,19-Mar-2024,CU0154,PR519,South ,OFFICE SUPPLIES,Paper,8,$90.08,0,32.56
NM202403438511,"Mar 03, 2024","Mar 05, 2024",CU0028,PR508, East,technology,Machines,2,$183.56,0.6,-52.92
NM202403981948,"Mar 27, 2024","Mar 27, 2024",CU0190,PR512,East,Furniture,Tables,4,"$1,672.68",0.4,-357.56
NM202403793010,"Mar 28, 2024","Apr 02, 2024",CU0110,PR520,WEST,office supplies,Paper,4,$31.68,0.2,10.84
NM202403934308,"Mar 31, 2024","Apr 02, 2024",CU0230,PR502,central,technology,Phones,4,"$1,268.80",,619.04
NM202403364546,"Mar 20, 2024","Mar 21, 2024",CU0165,PR521,West ,office supplies,Storage,8,$159.36,0.6,-144.48
NM202403753757,"Mar 18, 2024","Mar 24, 2024",CU0205,PR524,central,Office Supplies,Art,6,$456.35,0.1,
NM202403701936,"Mar 08, 2024","Mar 08, 2024",CU0131,PR520,CENTRAL,office supplies,Paper,2,$13.86,0.3,3.44
NM202403195400,"Mar 07, 2024","Mar 14, 2024",CU0055,PR513,WEST,furniture,Tables,7,"$1,422.62",0.2,
NM202403804715,"Mar 18, 2024","Mar 22, 2024",CU0133,PR508, West,TECHNOLOGY,Machines,6,"$1,376.70",0,667.26
NM202403343945,"Mar 19, 2024","Mar 26, 2024",CU0228,PR510,WEST,Furniture,Chairs,6,"$1,455.84",0,454.98
NM202403809473,12-Mar-2024,16-Mar-2024,CU0113,PR509,South,Technology,Machines,1,$662.47,0,326.26
NM202403734785,"Mar 21, 2024","Mar 23, 2024",CU0185,PR506,East,TECHNOLOGY,Accessories,3,$784.56,0.6,-200.28
NM202403437839,"Mar 03, 2024","Mar 06, 2024",CU0170,PR516, South,Office Supplies,Binders,4,$26.99,0.3,7.47
NM202403375356,"Mar 18, 2024","Mar 22, 2024",CU0235,PR523,East ,Office Supplies,Art,1,$30.62,0.4,-8.03
NM202403847366,"Mar 15, 2024","Mar 22, 2024",CU0181,PR513,East,Furniture,Tables,5,"$1,270.20",0,290.05
NM202403433770,"Mar 12, 2024","Mar 17, 2024",CU0023,PR524,Central,office supplies,Art,1,$33.80,0.6,-32.14
NM202403399964,24-Mar-2024,30-Mar-2024,CU0011,PR521,West ,Office Supplies,Storage,2,$99.60,0,23.64
NM202403105172,"Mar 22, 2024","Mar 22, 2024",CU0097,PR515,Central ,Furniture,Bookcases,1,$343.39,0.4,26.61
NM202403763258,"Mar 02, 2024","Mar 04, 2024",CU0239,PR512,South ,Furniture,Tables,3,$836.34,0.6,
NM202403766183,"Mar 03, 2024","Mar 08, 2024",CU0228,PR513,West,FURNITURE,Tables,1,$101.62,0.6,-94.41
NM202403722346,"Mar 13, 2024","Mar 20, 2024",CU0181,PR515, East,Furniture,Bookcases,3,"$1,373.54",0.2,423.2
NM202403134184,"Mar 19, 2024","Mar 26, 2024",CU0010,PR514,East,Furniture,Bookcases,7,"$1,669.31",0.1,549.1
NM202403357040,"Mar 21, 2024","Mar 22, 2024",CU0104,PR511,East,FURNITURE,Chairs,3,$320.79,0.1,132.78
NM202403696243,"Mar 08, 2024","Mar 12, 2024",CU0227,PR510,WEST,Furniture,Chairs,4,$970.56,0,303.32
NM202403145264,"Mar 18, 2024","Mar 18, 2024",CU0079,PR504,CENTRAL,Technology,Accessories,1,$727.92,0,301.33
NM202403102289,"Mar 26, 2024","Apr 01, 2024",CU0191,PR518,WEST,office supplies,Paper,1,$47.36,0.3,13.36
NM202403541958,"Mar 08, 2024","Mar 11, 2024",CU0050,PR513,West ,Furniture,Tables,8,"$1,727.47",0.15,159.23
NM202403568947,"Mar 21, 2024","Mar 26, 2024",CU0003,PR512,East ,FURNITURE,Tables,3,"$1,254.51",0.4,-268.17
NM202403906320,"Mar 11, 2024","Mar 17, 2024",CU0153,PR521,south,office supplies,Storage,6,$209.16,0.3,-18.72
NM202403102012,"Mar 03, 2024","Mar 05, 2024",CU0238,PR503,central,TECHNOLOGY,Phones,2,$123.91,0.6,-72.27
NM202403226302,"Mar 14, 2024","Mar 16, 2024",CU0002,PR503, West,Technology,Phones,5,$697.00,0.1,206.55
NM202403614395,"Mar 31, 2024","Apr 03, 2024",CU0108,PR502,east,technology,Phones,5,"$1,268.80",0.2,456.6
NM202403724318,"Mar 10, 2024","Mar 13, 2024",CU0054,PR522, South,Office Supplies,Storage,2,$66.70,0.2,22.66
NM202403282457,"Mar 15, 2024","Mar 17, 2024",CU0073,PR520,West,Office Supplies,Paper,7,$69.30,,32.83
NM202403516916,15-Mar-2024,22-Mar-2024,CU0016,PR521,east,office supplies,Storage,4,$199.20,,47.28
NM202403645611,"Mar 24, 2024","Mar 31, 2024",CU0226,PR513, East,Furniture,Tables,8,"$1,727.47",0.15,159.23
NM202403917209,"Mar 26, 2024","Mar 31, 2024",CU0200,PR511,EAST,Furniture,Chairs,7,$831.67,,392.98
NM202403766758,"Mar 02, 2024","Mar 03, 2024",CU0226,PR513, East,Furniture,Tables,7,"$1,778.28",0,406.07
NM202403193286,"Mar 06, 2024","Mar 08, 2024",CU0089,PR508,West,Technology,Machines,4,$917.80,0,444.84
NM202403190366,"Mar 24, 2024","Mar 28, 2024",CU0118,PR521, South,office supplies,Storage,3,$149.40,0,35.46
NM202403916256,"Mar 12, 2024","Mar 17, 2024",CU0064,PR521,West,Office Supplies,Storage,8,$398.40,0,94.56
NM202403235331,"Mar 19, 2024","Mar 19, 2024",CU0125,PR506, East,Technology,Accessories,5,"$1,307.60",0.6,-333.8
NM202403736322,"Mar 17, 2024","Mar 20, 2024",CU0204,PR502,central,TECHNOLOGY,Phones,4,"$1,015.04",0.2,365.28
NM202403515958,"Mar 04, 2024","Mar 08, 2024",CU0019,PR508, East,TECHNOLOGY,Machines,1,$229.45,0,111.21
NM202403305372,"Mar 22, 2024","Mar 27, 2024",CU0205,PR519,central,office supplies,Paper,4,$45.04,0,16.28
NM202403858153,"Mar 10, 2024","Mar 14, 2024",CU0208,PR512,WEST,Furniture,Tables,1,$627.26,0.1,119.7
NM202403660431,"Mar 01, 2024","Mar 03, 2024",CU0106,PR513,CENTRAL,Furniture,Tables,7,"$1,778.28",0,406.07
NM202403497348,"Mar 03, 2024","Mar 07, 2024",CU0118,PR513,south,furniture,Tables,3,$647.80,0.15,59.71
NM202403567671,"Mar 28, 2024","Apr 03, 2024",CU0158,PR508,SOUTH,TECHNOLOGY,Machines,6,"$1,376.70",0,667.26
NM202403355099,"Mar 05, 2024","Mar 07, 2024",CU0225,PR515,west,Furniture,Bookcases,1,$515.08,,
NM202403790552,"Mar 25, 2024","Mar 27, 2024",CU0146,PR502,east,TECHNOLOGY,Phones,5,"$1,427.40",0.1,615.2
NM202403961536,"Mar 18, 2024","Mar 18, 2024",CU0112,PR508,South ,Technology,Machines,3,$688.35,0,333.63
NM202403299877,"Mar 17, 2024","Mar 20, 2024",CU0132,PR509, Central,TECHNOLOGY,Machines,5,"$3,312.35",0,1631.3
NM202403445793,"Mar 06, 2024","Mar 08, 2024",CU0124,PR522, East,Office Supplies,Storage,6,$212.62,0.15,80.5
NM202403770766,"Mar 01, 2024","Mar 03, 2024",CU0119,PR506,west,TECHNOLOGY,Accessories,7,"$3,661.28",0.2,1363.32
NM202403525329,"Mar 18, 2024","Mar 20, 2024",CU0028,PR514,east,Furniture,Bookcases,6,"$1,589.82",0,629.64
NM202403307798,"Mar 22, 2024","Mar 27, 2024",CU0033,PR505,SOUTH,Technology,Accessories,7,"$1,087.74",0.2,300.1
NM202403518855,"Mar 18, 2024","Mar 21, 2024",CU0190,PR516,East,Office Supplies,Binders,5,$19.28,0.6,-5.12
NM202403100556,"Mar 01, 2024","Mar 07, 2024",CU0228,PR502,West,TECHNOLOGY,Phones,2,$634.40,0,309.52
NM202403478863,"Mar 29, 2024","Apr 04, 2024",CU0102,PR517,West,OFFICE SUPPLIES,Binders,4,$283.01,0.2,91.57
NM202403610055,"Mar 31, 2024","Apr 07, 2024",CU0193,PR506, East,TECHNOLOGY,Accessories,4,"$2,222.92",0.15,909.8
NM202403189505,"Mar 09, 2024","Mar 10, 2024",CU0196,PR517,EAST,OFFICE SUPPLIES,Binders,3,$265.32,0,121.74
NM202403213932,"Mar 11, 2024","Mar 12, 2024",CU0185,PR506,East ,TECHNOLOGY,Accessories,6,"$3,530.52",0.1,1560.84
NM202403110514,"Mar 29, 2024","Apr 01, 2024",CU0112,PR511, South,Furniture,Chairs,5,$475.24,0.2,161.89
NM202403340362,2024-03-25,2024-04-01,CU0077,PR513, South,furniture,Tables,2,$457.27,0.1,65.21
NM202403862930,"Mar 15, 2024","Mar 22, 2024",CU0123,PR508, Central,TECHNOLOGY,Machines,5,$917.80,0.2,326.6
NM202403145722,"Mar 08, 2024","Mar 10, 2024",CU0126,PR515, South,Furniture,Bookcases,6,"$3,433.86",0,1533.18
NM202403855317,"Mar 28, 2024","Apr 04, 2024",CU0156,PR518,East ,Office Supplies,Paper,1,$57.50,0.15,23.5
NM202403742139,"Mar 12, 2024","Mar 16, 2024",CU0203,PR516, South,Office Supplies,Binders,5,$38.56,0.2,14.16
NM202403945409,2024-03-13,2024-03-17,CU0057,PR511, Central,Furniture,Chairs,6,$285.14,0.6,-90.88
NM202403819523,"Mar 10, 2024","Mar 10, 2024",CU0235,PR509,east,technology,Machines,7,"$3,941.70",0.15,1588.23
NM202403222418,"Mar 20, 2024","Mar 27, 2024",CU0188,PR520,South ,Office Supplies,Paper,3,$23.76,0.2,8.13
NM202403343359,"Mar 19, 2024","Mar 21, 2024",CU0144,PR513, West,furniture,Tables,2,$203.23,0.6,-188.83
NM202403144468,"Mar 04, 2024","Mar 08, 2024",CU0221,PR501,SOUTH,Technology,Phones,5,"$4,160.24",0.2,593.19
NM202403707080,29-Mar-2024,04-Apr-2024,CU0050,PR505,West,Technology,Accessories,5,$874.08,0.1,311.48
NM202403678688,"Mar 02, 2024","Mar 03, 2024",CU0150,PR520,South,Office Supplies,Paper,4,$39.60,0,18.76
NM202403640304,"Mar 25, 2024","Mar 26, 2024",CU0206,PR508,EAST,Technology,Machines,6,"$1,376.70",0,667.26
NM202403208017,"Mar 23, 2024","Mar 26, 2024",CU0032,PR504,Central ,Technology,Accessories,2,"$1,455.84",0,602.66
NM202403758428,"Mar 20, 2024","Mar 27, 2024",CU0199,PR524,Central ,Office Supplies,Art,6,$202.82,0.6,-192.82
NM202403646281,"Mar 16, 2024","Mar 22, 2024",CU0190,PR521,East ,OFFICE SUPPLIES,Storage,7,$278.88,0.2,13.02
NM202403456685,"Mar 15, 2024","Mar 18, 2024",CU0109,PR517,CENTRAL,Office Supplies,Binders,3,$265.32,0,121.74
NM202403634654,2024-03-13,2024-03-14,CU0037,PR505,WEST,technology,Accessories,8,"$1,553.92",0,653.76
NM202403480110,23-Mar-2024,27-Mar-2024,CU0051,PR522,South ,OFFICE SUPPLIES,Storage,1,$41.69,0,19.67
NM202403143675,"Mar 21, 2024","Mar 21, 2024",CU0138,PR514, South,Furniture,Bookcases,8,"$2,119.76",0,839.52
NM202403386727,"Mar 20, 2024","Mar 22, 2024",CU0160,PR520,South ,Office Supplies,Paper,2,$15.84,0.2,5.42
NM202403294319,"Mar 23, 2024","Mar 29, 2024",CU0184,PR501,East ,TECHNOLOGY,Phones,7,"$5,824.34",0.2,830.47
NM202403766180,01-Mar-2024,06-Mar-2024,CU0110,PR504, West,technology,Accessories,4,"$2,329.34",0.2,622.98
NM202403671626,"Mar 09, 2024","Mar 16, 2024",CU0192,PR515, Central,Furniture,Bookcases,1,$486.46,0.15,169.68
NM202403286570,"Mar 24, 2024","Mar 30, 2024",CU0011,PR509,West,Technology,Machines,5,"$2,981.12",0.1,1300.07
NM202403728577,"Mar 20, 2024","Mar 23, 2024",CU0179,PR505,south,Technology,Accessories,6,"$1,165.44",0,490.32
NM202403673142,"Mar 15, 2024","Mar 17, 2024",CU0057,PR518,Central,office supplies,Paper,4,$216.48,0.2,80.48
NM202403386323,"Mar 27, 2024","Mar 27, 2024",CU0157,PR515,South ,Furniture,Bookcases,6,"$3,090.47",0.1,1189.79
NM202403594149,"Mar 13, 2024","Mar 16, 2024",CU0214,PR509,central,TECHNOLOGY,Machines,7,"$4,637.29",0,2283.82
NM202403547079,"Mar 28, 2024","Apr 01, 2024",CU0118,PR502,south,technology,Phones,6,"$1,712.88",0.1,738.24
NM202403700185,"Mar 22, 2024","Mar 25, 2024",CU0090,PR507,South ,Technology,Machines,5,$85.38,0.6,-13.87
NM202403456353,"Mar 10, 2024","Mar 10, 2024",CU0194,PR508,West,Technology,Machines,7,$642.46,0.6,-185.22
NM202403719250,"Mar 26, 2024","Apr 02, 2024",CU0110,PR518,West,office supplies,Paper,7,$284.13,0.4,46.13
NM202403650150,"Mar 10, 2024","Mar 10, 2024",CU0010,PR503,EAST,Technology,Phones,4,$557.60,0.1,165.24
NM202403255160,2024-03-27,2024-04-02,CU0210,PR501, East,TECHNOLOGY,Phones,6,"$4,992.29",0.2,711.83
NM202403834657,"Mar 18, 2024","Mar 22, 2024",CU0221,PR524,South ,Office Supplies,Art,6,$405.65,0.2,10.01
NM202403534939,"Mar 18, 2024","Mar 18, 2024",CU0217,PR514, Central,furniture,Bookcases,2,$423.95,,103.89
NM202403814478,"Mar 27, 2024","Apr 03, 2024",CU0077,PR512,SOUTH,Furniture,Tables,1,$557.56,0.2,50.0
NM202403199327,30-Mar-2024,31-Mar-2024,CU0003,PR508,East ,technology,Machines,4,$367.12,0.6,-105.84
NM202403301130,"Mar 22, 2024","Mar 29, 2024",CU0192,PR515,Central ,Furniture,Bookcases,3,"$1,201.85",0.3,251.51
NM202403769088,"Mar 31, 2024","Apr 06, 2024",CU0067,PR519, East,Office Supplies,Paper,4,$45.04,0,16.28
NM202403678786,"Mar 21, 2024","Mar 28, 2024",CU0151,PR501,Central,Technology,Phones,4,"$4,160.24",0,1306.6
